Molecule ChEMBL ID,Smiles,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Standard Value,pIC50,pChEMBL Value,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL322285,CN(C)C(=O)[C@@H](NC(=O)Cc1ccccc1)[C@@H]1N[C@@H](C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)Cc3ccccc3)C(=O)N(C)C)SC2(C)C)C(C)(C)S1,,,783.03,2,0.47,5.2,8.283996656,8.28,UO_0000065,10.58,0.21,7.81,4.57,0,Inhibitory activity against HIV-1 Protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126854,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL322477,CC(C)[C@H](NS(=O)(=O)CCc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)CCc1ccccn1)C(C)C,,,837.08,2,2.33,1,9,,UO_0000065,,,,,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL322577,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,,,575.79,1,4.17,7.586,8.119987162,8.12,UO_0000065,14.1,0.26,3.95,7.97,0,Inhibition of HIV-1 protease was determined in vitro,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128438,1,Scientific Literature,J Med Chem,1995,,,,
CHEMBL322634,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1c(F)c(F)c(F)c(F)c1F)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,,,634.64,2,5.2,0.5998,9.221993539,9.22,UO_0000065,14.53,0.28,4.02,8.55,0,Inhibitory activity against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133609,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL322716,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(CC1CCCCC1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,,,605.78,1,2.75,84,7.075720714,7.08,UO_0000065,11.68,0.22,4.33,4.47,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL322804,CC(C)[C@H](NC(=O)OCc1ccncc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1ccncc1)C(C)C,,,768.91,2,3.86,1.7,8.769551079,8.77,UO_0000065,11.41,0.21,4.91,4.36,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL322805,CC(C)[C@H](NC(=O)N(C)Cc1nccs1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1nccs1)C(C)C,,,807.06,2,3.81,1,9,,UO_0000065,,,,,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL322897,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)N[C@@H]1c2ccccc2C[C@H]1O,,,589.69,1,4.42,0.2698,9.568958055,9.57,UO_0000065,16.23,0.3,5.15,6.34,0,Inhibitory activity against HIV-1 protease.,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133609,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL322939,CC(C)[C@H](NS(=O)(=O)CCc1ccncc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NS(=O)(=O)CCc1ccncc1)C(C)C,,,837.08,2,2.33,24,7.619788758,7.62,UO_0000065,9.1,0.18,5.29,3.51,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL322941,CC(C)[C@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1cccnc1)C(C)C,,,768.91,2,3.86,1,9,,UO_0000065,,,,,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL322964,CC(C)[C@H](NC(=O)N1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N1CCOCC1)C(C)C,,,724.9,2,1.3,43,7.366531544,7.37,UO_0000065,10.16,0.19,6.07,4.05,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL322984,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H](CCCc1ccccc1)C(=O)N[C@H]1c2ccccc2[C@@H](O)[C@H]1O,,,588.75,1,4.78,0.19,9.721246399,9.72,UO_0000065,16.51,0.31,4.94,7.59,0,In vitro inhibition of HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128438,1,Scientific Literature,J Med Chem,1995,,,,
CHEMBL322995,CCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C,,,619.8,1,3.14,76,7.119186408,7.12,UO_0000065,11.49,0.22,3.98,4.5,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL323014,CC(C)(C)NC(=O)C1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1,,,649.83,1,3.04,2.7,8.568636236,,UO_0000065,,,,,0,Binding activity against HIV-1 Protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125803,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL323161,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(C#N)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,,,624.74,1,2.24,62,7.207608311,7.21,UO_0000065,11.54,0.22,4.97,3.96,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL323203,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)[C@@H](NC(C)=O)C(C)C)C(C)C,,,589.78,1,2.53,8.5,8.070581074,8.07,UO_0000065,13.68,0.26,5.54,5.41,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL323318,CCNC(=O)[C@@H](NC(=O)c1ccccc1-c1ccccc1)[C@@H]1NC(C(=O)NCCNC(=O)[C@@H]2N[C@@H]([C@H](NC(=O)c3ccccc3-c3ccccc3)C(=O)NCC)SC2(C)C)C(C)(C)S1,,,907.18,2,4.04,9.9,8.004364805,8,UO_0000065,8.82,0.17,3.96,4.03,0,Inhibitory activity against HIV-1 Protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126853,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL323425,C=CCOC(=O)NC(C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCC=C)C(C)C)C(C)C,,,657.85,1,3.86,51,7.292429824,7.29,UO_0000065,11.09,0.21,3.43,4.61,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL323595,CC(C)[C@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1cccnc1)C(C)C,,,768.91,2,3.86,1,9,,UO_0000065,,,,,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL323653,CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1Cl,,,520.46,1,3.17,11,7.958607315,7.96,UO_0000065,15.29,0.31,4.79,8.06,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1135444,1,Scientific Literature,J Med Chem,2002,,,,
CHEMBL323731,CC(C)[C@H](NC(=O)N(C)Cc1nccs1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1csc(N)n1)C(C)C,,,822.07,3,3.39,1,9,,UO_0000065,,,,,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL323809,CC(C)[C@H](NC(=O)N(C)Cc1cccnc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1cccnc1)C(C)C,,,795,2,3.69,1,9,,UO_0000065,,,,,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL323814,O=S1(=O)[C@H](Cc2ccccc2)[C@H](OCc2ccccc2)[C@H](O)[C@@H](O)[C@@H](OCc2ccccc2)[C@H]1Cc1ccccc1,,,572.72,1,4.53,0.6,9.22184875,9.22,UO_0000065,16.1,0.31,4.69,9.91,0,Concentration needed to inhibit HIV- protease activity by 50%.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129619,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL323882,COc1ncccc1CN1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)NC2c3ccccc3C[C@H]2O)[C@H](C(=O)NC(C)(C)C)C1,,,643.83,1,2.88,1.1,8.958607315,8.96,UO_0000065,13.91,0.26,6.08,7.04,0,Inhibition of HIV-1 protease in vitro.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133637,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL323918,CC(C)[C@H](NC(=O)N(C)Cc1nccs1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1nccs1)C(C)C,,,807.06,2,3.81,1,9,,UO_0000065,,,,,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL323955,CC(C)[C@H](NC(=O)N(C)CCc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)CCc1ccccn1)C(C)C,,,823.05,2,3.77,5.2,8.283996656,8.28,UO_0000065,10.06,0.19,4.51,4.38,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL324025,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cc3cnccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,,,653.82,1,3.61,0.22,9.657577319,9.66,UO_0000065,14.77,0.27,6.05,7.36,0,Inhibition of HIV-1 protease in vitro.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133637,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL324071,Nc1cccc(CO[C@@H]2[C@H](O)[C@@H](O)[C@@H](OCc3cccc(N)c3)[C@@H](Cc3ccccc3)S(=O)(=O)[C@@H]2Cc2ccccc2)c1,,,602.75,1,3.69,1,9,9,UO_0000065,14.93,0.29,5.31,6.2,0,Concentration needed to inhibit HIV- protease activity by 50%.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129619,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL324084,CC(C)(C)NC(=O)[C@@H]1CN(Cc2ccccc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,,,612.82,1,3.47,0.3,9.522878745,9.52,UO_0000065,15.54,0.29,6.05,9.06,0,Evaluated for the inhibition of HIV protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127364,1,Scientific Literature,J Med Chem,1994,,,,
CHEMBL324163,CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)N(C)Cc1cscn1)C(C)C,,,801.03,2,3.75,1,9,,UO_0000065,,,,,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL324198,C[C@@H](NC(=O)[C@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C1CCCCC1,,,522.73,2,5.82,146,6.835647144,6.84,UO_0000065,13.08,0.25,1.02,7.8,0,In vitro inhibition of HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1128438,1,Scientific Literature,J Med Chem,1995,,,,
CHEMBL324206,CC[C@H](C)[C@H](NC(=O)C1CC2CCCCC2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)OC)C(C)C,,,821.03,2,2.97,100,7,,UO_0000065,,,,,0,Binding activity against HIV-1 Protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1125803,1,Scientific Literature,J Med Chem,1991,,,,
CHEMBL324260,CC(C)(C)NC(=O)[C@@H]1CN(CCOCc2ccccc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)NC1c2ccccc2C[C@H]1O,,,656.87,1,3.49,1.03,8.987162775,8.99,UO_0000065,13.68,0.26,5.5,7.86,0,Evaluated for the inhibition of HIV protease,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1127364,1,Scientific Literature,J Med Chem,1994,,,,
CHEMBL324285,Cc1ccccc1C[C@H](NC(=O)c1ccc(C)c(O)c1C)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C,,,544.09,1,3.14,49.9,7.301899454,7.3,UO_0000065,13.42,0.26,4.16,6.14,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1135444,1,Scientific Literature,J Med Chem,2002,,,,
CHEMBL324377,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(C)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,,,613.76,1,2.68,19,7.721246399,7.72,UO_0000065,12.58,0.24,5.04,4.88,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL324388,Cc1cccc(C)c1C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C,,,514.07,1,3.13,3.6,8.443697499,8.44,UO_0000065,16.43,0.32,5.31,8.55,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1135444,1,Scientific Literature,J Med Chem,2002,,,,
CHEMBL324398,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(CCC(C)C)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,,,579.74,1,2.22,16,7.795880017,7.8,UO_0000065,13.45,0.26,5.58,4.92,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL324461,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2cc3ccccc3o2)C[C@H]1C(=O)NCC(F)(F)F,,,695.74,1,3.21,0.04,10.39794001,10.4,UO_0000065,14.95,0.28,7.19,7.41,0,Inhibitory activity of compound against HIV-1 protease in wild type NL4-3 virus,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1136245,1,Scientific Literature,Bioorg Med Chem Lett,2003,,,,
CHEMBL324504,CC(C)(C)NC(=O)[C@@H]1C[C@H](Cl)CN1C(=O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)c1ccccc1,,,486.01,0,2.51,26,7.585026652,7.58,UO_0000065,15.61,0.3,5.08,7.68,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1135444,1,Scientific Literature,J Med Chem,2002,,,,
CHEMBL324516,CC(C)(C)NC(=O)C1CN(Cc2cc3cccnc3o2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,,653.82,1,3.61,0.32,9.494850022,9.49,UO_0000065,14.52,0.27,5.88,7.24,0,Inhibition of HIV-1 protease in vitro.,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1133637,1,Scientific Literature,J Med Chem,2000,,,,
CHEMBL324524,Cc1ccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2C[C@@H](Cl)C[C@H]2C(=O)NC(C)(C)C)c(C)c1O,,,530.07,1,2.83,8.2,8.086186148,8.09,UO_0000065,15.25,0.3,5.26,6.8,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1135444,1,Scientific Literature,J Med Chem,2002,,,,
CHEMBL324579,CCCC1(CCC)CC(=O)C(C(c2cccc(NS(=O)(=O)c3cn(C)cn3)c2)C2CC2)=C(O)O1,,,487.62,0,4.81,1000,6,,UO_0000065,,,,,0,Inhibition of HIV-1 protease in a cell culture assay using HIV-1 IIIB infected H9 cells.,F,BAO_0000219,cell-based format,Human immunodeficiency virus 1,,,H9,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1131083,1,Scientific Literature,J Med Chem,1998,CHEMBL3308402,,,
CHEMBL324596,CC(C)[C@H](NC(=O)OCc1cccnc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](NC(=O)OCc1cccnc1)C(C)C,,,768.91,2,3.86,1,9,,UO_0000065,,,,,0,Inhibition of purified recombinant HIV-1 protease in a fluorogenic assay,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1126582,1,Scientific Literature,J Med Chem,1993,,,,
CHEMBL324630,COC(=O)NC(C(=O)NN(CC(C)C)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)C,,,677.8,2,1.67,23,7.638272164,7.64,UO_0000065,11.27,0.21,5.97,3.72,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL324657,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(O)CN(Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)C)C(C)C,,,615.73,2,2.08,18,7.744727495,7.75,UO_0000065,12.58,0.24,5.66,4.34,0,In vivo antiviral activity (IC50) against HIV-1 protease.,B,BAO_0000218,organism-based format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1129270,1,Scientific Literature,J Med Chem,1996,,,,
CHEMBL324710,Cc1ccc(O)c(C)c1C(=O)N[C@@H](Cc1ccc2ccccc2c1)[C@H](O)C(=O)N1C[C@@H](Cl)C[C@H]1C(=O)NC(C)(C)C,,,580.13,1,3.99,2.8,8.552841969,8.55,UO_0000065,14.74,0.28,4.56,7.19,0,Inhibitory activity against HIV-1 protease,B,BAO_0000357,single protein format,Human immunodeficiency virus 1,,,,,,,,CHEMBL243,Human immunodeficiency virus type 1 protease,Human immunodeficiency virus 1,SINGLE PROTEIN,CHEMBL1135444,1,Scientific Literature,J Med Chem,2002,,,,
